OriginAirportID,DestAirportID,num_flights,origin_city,origin_state,origin_name,dest_city,dest_state,dest_name,origin_IATA,origin_airport,origin_country,origin_latitude,origin_longitude,dest_IATA,dest_airport,dest_country,dest_latitude,dest_longitude
10140,10397,565,Albuquerque,NM,Albuquerque International Sunport,Atlanta,GA,Hartsfield-Jackson Atlanta International,ABQ,Albuquerque International,USA,35.04022222,-106.6091944,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
10299,10397,67,Anchorage,AK,Ted Stevens Anchorage International,Atlanta,GA,Hartsfield-Jackson Atlanta International,ANC,Ted Stevens Anchorage International,USA,61.17432028,-149.9961856,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
10423,10397,1714,Austin,TX,Austin - Bergstrom International,Atlanta,GA,Hartsfield-Jackson Atlanta International,AUS,Austin-Bergstrom International,USA,30.19453278,-97.66987194,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
10693,10397,2084,Nashville,TN,Nashville International,Atlanta,GA,Hartsfield-Jackson Atlanta International,BNA,Nashville International,USA,36.12447667,-86.67818222,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
10721,10397,3306,Boston,MA,Logan International,Atlanta,GA,Hartsfield-Jackson Atlanta International,BOS,Gen Edw L Logan Intl,USA,42.3643475,-71.00517917,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
10792,10397,1662,Buffalo,NY,Buffalo Niagara International,Atlanta,GA,Hartsfield-Jackson Atlanta International,BUF,Buffalo Niagara Intl,USA,42.94052472,-78.73216667,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
10821,10397,4176,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,Atlanta,GA,Hartsfield-Jackson Atlanta International,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
11042,10397,1603,Cleveland,OH,Cleveland-Hopkins International,Atlanta,GA,Hartsfield-Jackson Atlanta International,CLE,Cleveland-Hopkins Intl,USA,41.41089417,-81.84939667,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
11057,10397,4045,Charlotte,NC,Charlotte Douglas International,Atlanta,GA,Hartsfield-Jackson Atlanta International,CLT,Charlotte Douglas International,USA,35.21401111,-80.94312583,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
11066,10397,2058,Columbus,OH,Port Columbus International,Atlanta,GA,Hartsfield-Jackson Atlanta International,CMH,Port Columbus Intl,USA,39.99798528,-82.89188278,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
11259,10397,950,Dallas,TX,Dallas Love Field,Atlanta,GA,Hartsfield-Jackson Atlanta International,DAL,Dallas Love ,USA,32.84711389,-96.85177222,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
11292,10397,2937,Denver,CO,Denver International,Atlanta,GA,Hartsfield-Jackson Atlanta International,DEN,Denver Intl,USA,39.85840806,-104.6670019,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
11433,10397,2980,Detroit,MI,Detroit Metro Wayne County,Atlanta,GA,Hartsfield-Jackson Atlanta International,DTW,Detroit Metropolitan-Wayne County,USA,42.21205889,-83.34883583,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
11618,10397,3045,Newark,NJ,Newark Liberty International,Atlanta,GA,Hartsfield-Jackson Atlanta International,EWR,Newark Intl,USA,40.69249722,-74.16866056,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
12173,10397,213,Honolulu,HI,Honolulu International,Atlanta,GA,Hartsfield-Jackson Atlanta International,HNL,Honolulu International,USA,21.31869111,-157.9224072,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
12191,10397,2721,Houston,TX,William P Hobby,Atlanta,GA,Hartsfield-Jackson Atlanta International,HOU,William P X,USA,29.64541861,-95.27888889,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
12191,10397,2721,Houston,TX,William P Hobby,Atlanta,GA,Hartsfield-Jackson Atlanta International,IAH,George Bush Intercontinental,USA,29.98047222,-95.33972222,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
12266,10397,3017,Houston,TX,George Bush Intercontinental/Houston,Atlanta,GA,Hartsfield-Jackson Atlanta International,HOU,William P X,USA,29.64541861,-95.27888889,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
12266,10397,3017,Houston,TX,George Bush Intercontinental/Houston,Atlanta,GA,Hartsfield-Jackson Atlanta International,IAH,George Bush Intercontinental,USA,29.98047222,-95.33972222,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
12339,10397,2355,Indianapolis,IN,Indianapolis International,Atlanta,GA,Hartsfield-Jackson Atlanta International,IND,Indianapolis International,USA,39.71732917,-86.29438417,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
12451,10397,3283,Jacksonville,FL,Jacksonville International,Atlanta,GA,Hartsfield-Jackson Atlanta International,JAX,Jacksonville International,USA,30.49405556,-81.68786111,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
12478,10397,1163,New York,NY,John F. Kennedy International,Atlanta,GA,Hartsfield-Jackson Atlanta International,JFK,John F Kennedy Intl,USA,40.63975111,-73.77892556,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
12478,10397,1163,New York,NY,John F. Kennedy International,Atlanta,GA,Hartsfield-Jackson Atlanta International,LGA,LaGuardia,USA,40.77724306,-73.87260917,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
12953,10397,5931,New York,NY,LaGuardia,Atlanta,GA,Hartsfield-Jackson Atlanta International,JFK,John F Kennedy Intl,USA,40.63975111,-73.77892556,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
12953,10397,5931,New York,NY,LaGuardia,Atlanta,GA,Hartsfield-Jackson Atlanta International,LGA,LaGuardia,USA,40.77724306,-73.87260917,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
12889,10397,2422,Las Vegas,NV,McCarran International,Atlanta,GA,Hartsfield-Jackson Atlanta International,LAS,McCarran International,USA,36.08036111,-115.1523333,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
12892,10397,2981,Los Angeles,CA,Los Angeles International,Atlanta,GA,Hartsfield-Jackson Atlanta International,LAX,Los Angeles International,USA,33.94253611,-118.4080744,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13198,10397,2301,Kansas City,MO,Kansas City International,Atlanta,GA,Hartsfield-Jackson Atlanta International,MCI,Kansas City International,USA,39.29760528,-94.71390556,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13204,10397,5161,Orlando,FL,Orlando International,Atlanta,GA,Hartsfield-Jackson Atlanta International,MCO,Orlando International,USA,28.42888889,-81.31602778,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13232,10397,3209,Chicago,IL,Chicago Midway International,Atlanta,GA,Hartsfield-Jackson Atlanta International,MDW,Chicago Midway,USA,41.7859825,-87.75242444,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13232,10397,3209,Chicago,IL,Chicago Midway International,Atlanta,GA,Hartsfield-Jackson Atlanta International,ORD,Chicago O'Hare International,USA,41.979595,-87.90446417,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13930,10397,4567,Chicago,IL,Chicago O'Hare International,Atlanta,GA,Hartsfield-Jackson Atlanta International,MDW,Chicago Midway,USA,41.7859825,-87.75242444,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13930,10397,4567,Chicago,IL,Chicago O'Hare International,Atlanta,GA,Hartsfield-Jackson Atlanta International,ORD,Chicago O'Hare International,USA,41.979595,-87.90446417,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13244,10397,2882,Memphis,TN,Memphis International,Atlanta,GA,Hartsfield-Jackson Atlanta International,MEM,Memphis International,USA,35.04241667,-89.97666667,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13303,10397,3881,Miami,FL,Miami International,Atlanta,GA,Hartsfield-Jackson Atlanta International,MIA,Miami International,USA,25.79325,-80.29055556,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13342,10397,2431,Milwaukee,WI,General Mitchell International,Atlanta,GA,Hartsfield-Jackson Atlanta International,MKE,General Mitchell International,USA,42.94722222,-87.89658333,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13487,10397,3268,Minneapolis,MN,Minneapolis-St Paul International,Atlanta,GA,Hartsfield-Jackson Atlanta International,MSP,Minneapolis-St Paul Intl,USA,44.88054694,-93.2169225,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13495,10397,3064,New Orleans,LA,Louis Armstrong New Orleans International,Atlanta,GA,Hartsfield-Jackson Atlanta International,MSY,New Orleans International ,USA,29.99338889,-90.25802778,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13851,10397,1023,Oklahoma City,OK,Will Rogers World,Atlanta,GA,Hartsfield-Jackson Atlanta International,OKC,Will Rogers World,USA,35.39308833,-97.60073389,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13871,10397,1017,Omaha,NE,Eppley Airfield,Atlanta,GA,Hartsfield-Jackson Atlanta International,OMA,Eppley Airfield,USA,41.30251861,-95.89417306,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
13931,10397,2011,Norfolk,VA,Norfolk International,Atlanta,GA,Hartsfield-Jackson Atlanta International,ORF,Norfolk International,USA,36.89461111,-76.20122222,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14057,10397,728,Portland,OR,Portland International,Atlanta,GA,Hartsfield-Jackson Atlanta International,PDX,Portland Intl,USA,45.58872222,-122.5975,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14100,10397,3917,Philadelphia,PA,Philadelphia International,Atlanta,GA,Hartsfield-Jackson Atlanta International,PHL,Philadelphia Intl,USA,39.87195278,-75.24114083,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14107,10397,2317,Phoenix,AZ,Phoenix Sky Harbor International,Atlanta,GA,Hartsfield-Jackson Atlanta International,PHX,Phoenix Sky Harbor International,USA,33.43416667,-112.0080556,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14122,10397,2370,Pittsburgh,PA,Pittsburgh International,Atlanta,GA,Hartsfield-Jackson Atlanta International,PIT,Pittsburgh International,USA,40.49146583,-80.23287083,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14307,10397,614,Providence,RI,Theodore Francis Green State,Atlanta,GA,Hartsfield-Jackson Atlanta International,PVD,Theodore F Green State,USA,41.72399917,-71.42822111,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14524,10397,2435,Richmond,VA,Richmond International,Atlanta,GA,Hartsfield-Jackson Atlanta International,RIC,Richmond International,USA,37.50516667,-77.31966667,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14679,10397,1172,San Diego,CA,San Diego International,Atlanta,GA,Hartsfield-Jackson Atlanta International,SAN,San Diego International-Lindbergh ,USA,32.73355611,-117.1896567,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14683,10397,2160,San Antonio,TX,San Antonio International,Atlanta,GA,Hartsfield-Jackson Atlanta International,SAT,San Antonio International,USA,29.53369444,-98.46977778,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14730,10397,2117,Louisville,KY,Louisville International-Standiford Field,Atlanta,GA,Hartsfield-Jackson Atlanta International,SDF,Louisville International-Standiford ,USA,38.17438889,-85.736,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14747,10397,1763,Seattle,WA,Seattle/Tacoma International,Atlanta,GA,Hartsfield-Jackson Atlanta International,SEA,Seattle-Tacoma Intl,USA,47.44898194,-122.3093131,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14771,10397,2023,San Francisco,CA,San Francisco International,Atlanta,GA,Hartsfield-Jackson Atlanta International,SFO,San Francisco International,USA,37.61900194,-122.3748433,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14831,10397,195,San Jose,CA,Norman Y. Mineta San Jose International,Atlanta,GA,Hartsfield-Jackson Atlanta International,SJC,San Jose International,USA,37.36186194,-121.9290089,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14869,10397,1556,Salt Lake City,UT,Salt Lake City International,Atlanta,GA,Hartsfield-Jackson Atlanta International,SLC,Salt Lake City Intl,USA,40.78838778,-111.9777731,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14893,10397,378,Sacramento,CA,Sacramento International,Atlanta,GA,Hartsfield-Jackson Atlanta International,SMF,Sacramento International,USA,38.69542167,-121.5907669,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
14908,10397,634,Santa Ana,CA,John Wayne Airport-Orange County,Atlanta,GA,Hartsfield-Jackson Atlanta International,SNA,John Wayne  Orange Co,USA,33.67565861,-117.8682225,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
15304,10397,4226,Tampa,FL,Tampa International,Atlanta,GA,Hartsfield-Jackson Atlanta International,TPA,Tampa International ,USA,27.97547222,-82.53325,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
15376,10397,422,Tucson,AZ,Tucson International,Atlanta,GA,Hartsfield-Jackson Atlanta International,TUS,Tucson International,USA,32.11608333,-110.9410278,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444
10140,10821,406,Albuquerque,NM,Albuquerque International Sunport,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,ABQ,Albuquerque International,USA,35.04022222,-106.6091944,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
10397,10821,4151,Atlanta,GA,Hartsfield-Jackson Atlanta International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
10423,10821,520,Austin,TX,Austin - Bergstrom International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,AUS,Austin-Bergstrom International,USA,30.19453278,-97.66987194,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
10693,10821,1205,Nashville,TN,Nashville International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,BNA,Nashville International,USA,36.12447667,-86.67818222,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
10721,10821,3442,Boston,MA,Logan International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,BOS,Gen Edw L Logan Intl,USA,42.3643475,-71.00517917,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
10792,10821,1359,Buffalo,NY,Buffalo Niagara International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,BUF,Buffalo Niagara Intl,USA,42.94052472,-78.73216667,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
11042,10821,1068,Cleveland,OH,Cleveland-Hopkins International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,CLE,Cleveland-Hopkins Intl,USA,41.41089417,-81.84939667,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
11057,10821,2254,Charlotte,NC,Charlotte Douglas International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,CLT,Charlotte Douglas International,USA,35.21401111,-80.94312583,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
11066,10821,960,Columbus,OH,Port Columbus International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,CMH,Port Columbus Intl,USA,39.99798528,-82.89188278,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
11292,10821,1223,Denver,CO,Denver International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,DEN,Denver Intl,USA,39.85840806,-104.6670019,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
11433,10821,1973,Detroit,MI,Detroit Metro Wayne County,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,DTW,Detroit Metropolitan-Wayne County,USA,42.21205889,-83.34883583,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
11618,10821,112,Newark,NJ,Newark Liberty International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,EWR,Newark Intl,USA,40.69249722,-74.16866056,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
12191,10821,742,Houston,TX,William P Hobby,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,HOU,William P X,USA,29.64541861,-95.27888889,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
12191,10821,742,Houston,TX,William P Hobby,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,IAH,George Bush Intercontinental,USA,29.98047222,-95.33972222,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
12266,10821,559,Houston,TX,George Bush Intercontinental/Houston,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,HOU,William P X,USA,29.64541861,-95.27888889,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
12266,10821,559,Houston,TX,George Bush Intercontinental/Houston,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,IAH,George Bush Intercontinental,USA,29.98047222,-95.33972222,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
12339,10821,747,Indianapolis,IN,Indianapolis International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,IND,Indianapolis International,USA,39.71732917,-86.29438417,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
12451,10821,743,Jacksonville,FL,Jacksonville International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,JAX,Jacksonville International,USA,30.49405556,-81.68786111,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
12478,10821,723,New York,NY,John F. Kennedy International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,JFK,John F Kennedy Intl,USA,40.63975111,-73.77892556,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
12478,10821,723,New York,NY,John F. Kennedy International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,LGA,LaGuardia,USA,40.77724306,-73.87260917,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
12889,10821,919,Las Vegas,NV,McCarran International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,LAS,McCarran International,USA,36.08036111,-115.1523333,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
12892,10821,612,Los Angeles,CA,Los Angeles International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,LAX,Los Angeles International,USA,33.94253611,-118.4080744,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
13198,10821,612,Kansas City,MO,Kansas City International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,MCI,Kansas City International,USA,39.29760528,-94.71390556,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
13204,10821,2098,Orlando,FL,Orlando International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,MCO,Orlando International,USA,28.42888889,-81.31602778,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
13232,10821,1408,Chicago,IL,Chicago Midway International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,MDW,Chicago Midway,USA,41.7859825,-87.75242444,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
13232,10821,1408,Chicago,IL,Chicago Midway International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,ORD,Chicago O'Hare International,USA,41.979595,-87.90446417,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
13930,10821,1802,Chicago,IL,Chicago O'Hare International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,MDW,Chicago Midway,USA,41.7859825,-87.75242444,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
13930,10821,1802,Chicago,IL,Chicago O'Hare International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,ORD,Chicago O'Hare International,USA,41.979595,-87.90446417,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
13244,10821,82,Memphis,TN,Memphis International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,MEM,Memphis International,USA,35.04241667,-89.97666667,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
13303,10821,572,Miami,FL,Miami International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,MIA,Miami International,USA,25.79325,-80.29055556,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
13342,10821,601,Milwaukee,WI,General Mitchell International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,MKE,General Mitchell International,USA,42.94722222,-87.89658333,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
13487,10821,802,Minneapolis,MN,Minneapolis-St Paul International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,MSP,Minneapolis-St Paul Intl,USA,44.88054694,-93.2169225,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
13495,10821,607,New Orleans,LA,Louis Armstrong New Orleans International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,MSY,New Orleans International ,USA,29.99338889,-90.25802778,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
13851,10821,213,Oklahoma City,OK,Will Rogers World,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,OKC,Will Rogers World,USA,35.39308833,-97.60073389,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
13931,10821,914,Norfolk,VA,Norfolk International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,ORF,Norfolk International,USA,36.89461111,-76.20122222,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
14100,10821,424,Philadelphia,PA,Philadelphia International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,PHL,Philadelphia Intl,USA,39.87195278,-75.24114083,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
14107,10821,1050,Phoenix,AZ,Phoenix Sky Harbor International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,PHX,Phoenix Sky Harbor International,USA,33.43416667,-112.0080556,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
14122,10821,796,Pittsburgh,PA,Pittsburgh International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,PIT,Pittsburgh International,USA,40.49146583,-80.23287083,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
14307,10821,1833,Providence,RI,Theodore Francis Green State,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,PVD,Theodore F Green State,USA,41.72399917,-71.42822111,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
14679,10821,417,San Diego,CA,San Diego International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,SAN,San Diego International-Lindbergh ,USA,32.73355611,-117.1896567,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
14683,10821,561,San Antonio,TX,San Antonio International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,SAT,San Antonio International,USA,29.53369444,-98.46977778,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
14730,10821,800,Louisville,KY,Louisville International-Standiford Field,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,SDF,Louisville International-Standiford ,USA,38.17438889,-85.736,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
14747,10821,174,Seattle,WA,Seattle/Tacoma International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,SEA,Seattle-Tacoma Intl,USA,47.44898194,-122.3093131,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
14771,10821,278,San Francisco,CA,San Francisco International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,SFO,San Francisco International,USA,37.61900194,-122.3748433,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
14869,10821,616,Salt Lake City,UT,Salt Lake City International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,SLC,Salt Lake City Intl,USA,40.78838778,-111.9777731,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
15304,10821,1512,Tampa,FL,Tampa International,Baltimore,MD,Baltimore/Washington International Thurgood Marshall,TPA,Tampa International ,USA,27.97547222,-82.53325,BWI,Baltimore-Washington International,USA,39.17540167,-76.66819833
10140,11259,1555,Albuquerque,NM,Albuquerque International Sunport,Dallas,TX,Dallas Love Field,ABQ,Albuquerque International,USA,35.04022222,-106.6091944,DAL,Dallas Love ,USA,32.84711389,-96.85177222
10397,11259,954,Atlanta,GA,Hartsfield-Jackson Atlanta International,Dallas,TX,Dallas Love Field,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444,DAL,Dallas Love ,USA,32.84711389,-96.85177222
10423,11259,2260,Austin,TX,Austin - Bergstrom International,Dallas,TX,Dallas Love Field,AUS,Austin-Bergstrom International,USA,30.19453278,-97.66987194,DAL,Dallas Love ,USA,32.84711389,-96.85177222
12191,11259,4614,Houston,TX,William P Hobby,Dallas,TX,Dallas Love Field,HOU,William P X,USA,29.64541861,-95.27888889,DAL,Dallas Love ,USA,32.84711389,-96.85177222
12191,11259,4614,Houston,TX,William P Hobby,Dallas,TX,Dallas Love Field,IAH,George Bush Intercontinental,USA,29.98047222,-95.33972222,DAL,Dallas Love ,USA,32.84711389,-96.85177222
12266,11259,1244,Houston,TX,George Bush Intercontinental/Houston,Dallas,TX,Dallas Love Field,HOU,William P X,USA,29.64541861,-95.27888889,DAL,Dallas Love ,USA,32.84711389,-96.85177222
12266,11259,1244,Houston,TX,George Bush Intercontinental/Houston,Dallas,TX,Dallas Love Field,IAH,George Bush Intercontinental,USA,29.98047222,-95.33972222,DAL,Dallas Love ,USA,32.84711389,-96.85177222
13198,11259,1790,Kansas City,MO,Kansas City International,Dallas,TX,Dallas Love Field,MCI,Kansas City International,USA,39.29760528,-94.71390556,DAL,Dallas Love ,USA,32.84711389,-96.85177222
13495,11259,1576,New Orleans,LA,Louis Armstrong New Orleans International,Dallas,TX,Dallas Love Field,MSY,New Orleans International ,USA,29.99338889,-90.25802778,DAL,Dallas Love ,USA,32.84711389,-96.85177222
13851,11259,838,Oklahoma City,OK,Will Rogers World,Dallas,TX,Dallas Love Field,OKC,Will Rogers World,USA,35.39308833,-97.60073389,DAL,Dallas Love ,USA,32.84711389,-96.85177222
14683,11259,2493,San Antonio,TX,San Antonio International,Dallas,TX,Dallas Love Field,SAT,San Antonio International,USA,29.53369444,-98.46977778,DAL,Dallas Love ,USA,32.84711389,-96.85177222
10140,11292,1519,Albuquerque,NM,Albuquerque International Sunport,Denver,CO,Denver International,ABQ,Albuquerque International,USA,35.04022222,-106.6091944,DEN,Denver Intl,USA,39.85840806,-104.6670019
10299,11292,431,Anchorage,AK,Ted Stevens Anchorage International,Denver,CO,Denver International,ANC,Ted Stevens Anchorage International,USA,61.17432028,-149.9961856,DEN,Denver Intl,USA,39.85840806,-104.6670019
10397,11292,2826,Atlanta,GA,Hartsfield-Jackson Atlanta International,Denver,CO,Denver International,ATL,William B Hartsfield-Atlanta Intl,USA,33.64044444,-84.42694444,DEN,Denver Intl,USA,39.85840806,-104.6670019
10423,11292,1366,Austin,TX,Austin - Bergstrom International,Denver,CO,Denver International,AUS,Austin-Bergstrom International,USA,30.19453278,-97.66987194,DEN,Denver Intl,USA,39.85840806,-104.6670019
